date,close
2019-01-25,2601.7230
2019-01-28,2596.9760
2019-01-29,2594.2530
2019-01-30,2575.5750
2019-01-31,2584.5720
2019-02-01,2618.2320
2019-02-11,2653.8960
2019-02-12,2671.8930
2019-02-13,2721.0680
2019-02-14,2719.6990
2019-02-15,2682.3850
2019-02-18,2754.3560
2019-02-19,2755.6450
2019-02-20,2761.2180
2019-02-21,2751.8010
2019-02-22,2804.2260
2019-02-25,2961.2830
2019-02-26,2941.5160
2019-02-27,2953.8240
2019-02-28,2940.9530
2019-03-01,2994.0050
2019-03-04,3027.5750
2019-03-05,3054.2460
2019-03-06,3102.0990
2019-03-07,3106.4170
2019-03-08,2969.8610
2019-03-11,3026.9920
2019-03-12,3060.3070
2019-03-13,3026.9510
2019-03-14,2990.6850
2019-03-15,3021.7510
2019-03-18,3096.4170
2019-03-19,3090.9750
2019-03-20,3090.6400
2019-03-21,3101.4550
2019-03-22,3104.1480
2019-03-25,3043.0310
2019-03-26,2997.0950
2019-03-27,3022.7190
2019-03-28,2994.9430
2019-03-29,3090.7580
2019-04-01,3170.3610
2019-04-02,3176.8220
2019-04-03,3216.2950
2019-04-04,3246.5710
2019-04-08,3244.8100
2019-04-09,3239.6630
2019-04-10,3241.9290
2019-04-11,3189.9610
2019-04-12,3188.6250
2019-04-15,3177.7860
2019-04-16,3253.5970
2019-04-17,3263.1170
2019-04-18,3250.2010
2019-04-19,3270.7970
2019-04-22,3215.0420
2019-04-23,3198.5930
2019-04-24,3201.6130
2019-04-25,3123.8260
2019-04-26,3086.3980
2019-04-29,3062.4980
2019-04-30,3078.3380
2019-05-06,2906.4640
2019-05-07,2926.3900
2019-05-08,2893.7560
2019-05-09,2850.9530
2019-05-10,2939.2100
2019-05-13,2903.7130
2019-05-14,2883.6100
2019-05-15,2938.6780
2019-05-16,2955.7110
2019-05-17,2882.2960
2019-05-20,2870.6040
2019-05-21,2905.9680
2019-05-22,2891.7040
2019-05-23,2852.5150
2019-05-24,2852.9940
2019-05-27,2892.3780
2019-05-28,2909.9100
2019-05-29,2914.6960
2019-05-30,2905.8050
2019-05-31,2898.6960
2019-06-03,2890.0800
2019-06-04,2862.2800
2019-06-05,2861.4180
2019-06-06,2827.7970
2019-06-10,2852.1300
2019-06-11,2925.7160
2019-06-12,2909.3790
2019-06-13,2910.7400
2019-06-14,2881.9740
2019-06-17,2887.6220
2019-06-18,2890.1580
2019-06-19,2917.8020
2019-06-20,2987.1180
2019-06-21,3001.9800
2019-06-24,3008.1470
2019-06-25,2982.0730
2019-06-26,2976.2830
2019-06-27,2996.7920
2019-06-28,2978.8780
2019-07-01,3044.9020
2019-07-02,3043.9420
2019-07-03,3015.2630
2019-07-04,3005.2480
2019-07-05,3011.0580
2019-07-08,2933.3630
2019-07-09,2928.2290
2019-07-10,2915.3020
2019-07-11,2917.7600
2019-07-12,2930.5460
2019-07-15,2942.1850
2019-07-16,2937.6160
2019-07-17,2931.6920
2019-07-18,2901.1760
2019-07-19,2924.2000
2019-07-22,2886.9740
2019-07-23,2899.9440
2019-07-24,2923.2770
2019-07-25,2937.3600
2019-07-26,2944.5410
2019-07-29,2941.0070
2019-07-30,2952.3380
2019-07-31,2932.5050
2019-08-01,2908.7660
2019-08-02,2867.8370
2019-08-05,2821.4950
2019-08-06,2777.5550
2019-08-07,2768.6790
2019-08-08,2794.5520
2019-08-09,2774.7530
2019-08-12,2814.9940
2019-08-13,2797.2590
2019-08-14,2808.9140
2019-08-15,2815.7970
2019-08-16,2823.8230
2019-08-19,2883.0960
2019-08-20,2880.0010
2019-08-21,2880.3300
2019-08-22,2883.4350
2019-08-23,2897.4250
2019-08-26,2863.5670
2019-08-27,2902.1930
2019-08-28,2893.7560
2019-08-29,2890.9190
2019-08-30,2886.2360
2019-09-02,2924.1060
2019-09-03,2930.1530
2019-09-04,2957.4110
2019-09-05,2985.8640
2019-09-06,2999.6010
2019-09-09,3024.7380
2019-09-10,3021.2020
2019-09-11,3008.8110
2019-09-12,3031.2350
2019-09-16,3030.7540
2019-09-17,2978.1170
2019-09-18,2985.6580
2019-09-19,2999.2780
2019-09-20,3006.4460
2019-09-23,2977.0760
2019-09-24,2985.3400
2019-09-25,2955.4320
2019-09-26,2929.0870
2019-09-27,2932.1670
2019-09-30,2905.1890
2019-10-08,2913.5700
2019-10-09,2924.8560
2019-10-10,2947.7100
2019-10-11,2973.6550
2019-10-14,3007.8830
2019-10-15,2991.0450
2019-10-16,2978.7120
2019-10-17,2977.3340
2019-10-18,2938.1410
2019-10-21,2939.6170
2019-10-22,2954.3790
2019-10-23,2941.6180
2019-10-24,2940.9210
2019-10-25,2954.9320
2019-10-28,2980.0490
2019-10-29,2954.1760
2019-10-30,2939.3200
2019-10-31,2929.0560
2019-11-01,2958.1990
2019-11-04,2975.4910
2019-11-05,2991.5620
2019-11-06,2978.5950
2019-11-07,2978.7140
2019-11-08,2964.1840
2019-11-11,2909.9740
2019-11-12,2914.8230
2019-11-13,2905.2400
2019-11-14,2909.8690
2019-11-15,2891.3430
2019-11-18,2909.2000
2019-11-19,2933.9900
2019-11-20,2911.0530
2019-11-21,2903.6370
2019-11-22,2885.2880
2019-11-25,2906.1680
2019-11-26,2907.0600
2019-11-27,2903.1940
2019-11-28,2889.6930
2019-11-29,2871.9810
2019-12-02,2875.8070
2019-12-03,2884.6980
2019-12-04,2878.1150
2019-12-05,2899.4680
2019-12-06,2912.0130
2019-12-09,2914.4770
2019-12-10,2917.3150
2019-12-11,2924.4170
2019-12-12,2915.6980
2019-12-13,2967.6760
2019-12-16,2984.3920
2019-12-17,3022.4210
2019-12-18,3017.0440
2019-12-19,3017.0650
2019-12-20,3004.9370
2019-12-23,2962.7510
2019-12-24,2982.6800
2019-12-25,2981.8800
2019-12-26,3007.3540
2019-12-27,3005.0350
2019-12-30,3040.0230
2019-12-31,3050.1240
2020-01-02,3085.1970
2020-01-03,3083.7850
2020-01-06,3083.4080
2020-01-07,3104.8010
2020-01-08,3066.8920
2020-01-09,3094.8810
2020-01-10,3092.2900
2020-01-13,3115.5690
2020-01-14,3106.8200
2020-01-15,3090.0370
2020-01-16,3074.0810
2020-01-17,3075.4950
2020-01-20,3095.7870
2020-01-21,3052.1410
2020-01-22,3060.7540
2020-01-23,2976.5280
2020-02-03,2746.6050
2020-02-04,2783.2870
2020-02-05,2818.0870
2020-02-06,2866.5090
2020-02-07,2875.9630
2020-02-10,2890.4870
2020-02-11,2901.6740
2020-02-12,2926.8990
2020-02-13,2906.0730
2020-02-14,2917.0070
2020-02-17,2983.6220
2020-02-18,2984.9710
2020-02-19,2975.4010
2020-02-20,3030.1540
2020-02-21,3039.6690
2020-02-24,3031.2330
2020-02-25,3013.0500
2020-02-26,2987.9280
2020-02-27,2991.3280
2020-02-28,2880.3030
2020-03-02,2970.9310
2020-03-03,2992.8960
2020-03-04,3011.6650
2020-03-05,3071.6770
2020-03-06,3034.5110
2020-03-09,2943.2907
2020-03-10,2996.7618
2020-03-11,2968.5174
2020-03-12,2923.4856
2020-03-13,2887.4265
2020-03-16,2789.2537
2020-03-17,2779.6407
2020-03-18,2728.7563
2020-03-19,2702.1296
2020-03-20,2745.6182
2020-03-23,2660.1674
2020-03-24,2722.4381
2020-03-25,2781.5913
2020-03-26,2764.9109
2020-03-27,2772.2033
2020-03-30,2747.2138
2020-03-31,2750.2962
2020-04-01,2734.5215
2020-04-02,2780.6379
2020-04-03,2763.9874
2020-04-07,2820.7634
2020-04-08,2815.3686
2020-04-09,2825.9036
2020-04-10,2796.6312
2020-04-13,2783.0476
2020-04-14,2827.2830
2020-04-15,2811.1741
2020-04-16,2819.9350
2020-04-17,2838.4945
2020-04-20,2852.5528
2020-04-21,2827.0133
2020-04-22,2843.9804
2020-04-23,2838.4994
2020-04-24,2808.5293
2020-04-27,2815.4947
2020-04-28,2810.0243
2020-04-29,2822.4424
2020-04-30,2860.0822
2020-05-06,2878.1402
2020-05-07,2871.5232
2020-05-08,2895.3444
2020-05-11,2894.8020
2020-05-12,2891.5564
2020-05-13,2898.0495
2020-05-14,2870.3422
2020-05-15,2868.4587
2020-05-18,2875.4176
2020-05-19,2898.5760
2020-05-20,2883.7378
2020-05-21,2867.9237
2020-05-22,2813.7654
2020-05-25,2817.9697
2020-05-26,2846.5473
2020-05-27,2836.8036
2020-05-28,2846.2217
2020-05-29,2852.3512
2020-06-01,2915.4311
2020-06-02,2921.3980
2020-06-03,2923.3711
2020-06-04,2919.2506
2020-06-05,2930.7993
2020-06-08,2937.7712
2020-06-09,2956.1116
2020-06-10,2943.7525
2020-06-11,2920.8968
2020-06-12,2919.7408
2020-06-15,2890.0306
2020-06-16,2931.7493
2020-06-17,2935.8730
2020-06-18,2939.3151
2020-06-19,2967.6341
2020-06-22,2965.2717
2020-06-23,2970.6203
2020-06-24,2979.5505
2020-06-29,2961.5164
2020-06-30,2984.6741
2020-07-01,3025.9810
2020-07-02,3090.5693
2020-07-03,3152.8126
2020-07-06,3332.8807
2020-07-07,3345.3369
2020-07-08,3403.4401
2020-07-09,3450.5935
2020-07-10,3383.3222
2020-07-13,3443.2863
2020-07-14,3414.6186
2020-07-15,3361.3044
2020-07-16,3210.0986
2020-07-17,3214.1287
2020-07-20,3314.1490
2020-07-21,3320.8947
2020-07-22,3333.1635
2020-07-23,3325.1102
2020-07-24,3196.7684
2020-07-27,3205.2268
2020-07-28,3227.9604
2020-07-29,3294.5521
2020-07-30,3286.8220
2020-07-31,3310.0065
2020-08-03,3367.9658
2020-08-04,3371.6875
2020-08-05,3377.5648
2020-08-06,3386.4631
2020-08-07,3354.0352
2020-08-10,3379.2524
2020-08-11,3340.2900
2020-08-12,3319.2656
2020-08-13,3320.7261
2020-08-14,3360.0988
2020-08-17,3438.8010
2020-08-18,3451.0894
2020-08-19,3408.1288
2020-08-20,3363.8988
2020-08-21,3380.6825
2020-08-24,3385.6383
2020-08-25,3373.5781
2020-08-26,3329.7388
2020-08-27,3350.1128
2020-08-28,3403.8066
2020-08-31,3395.6775
2020-09-01,3410.6068
2020-09-02,3404.8017
2020-09-03,3384.9806
2020-09-04,3355.3666
2020-09-07,3292.5907
2020-09-08,3316.4170
2020-09-09,3254.6279
2020-09-10,3234.8234
2020-09-11,3260.3461
2020-09-14,3278.8138
2020-09-15,3295.6795
2020-09-16,3283.9244
2020-09-17,3270.4350
2020-09-18,3338.0897
2020-09-21,3316.9351
2020-09-22,3274.3015
2020-09-23,3279.7105
2020-09-24,3223.1764
2020-09-25,3219.4179
2020-09-28,3217.5346
2020-09-29,3224.3593
2020-09-30,3218.0521
2020-10-09,3272.0762
2020-10-12,3358.4652
2020-10-13,3359.7499
2020-10-14,3340.7782
2020-10-15,3332.1832
2020-10-16,3336.3582
2020-10-19,3312.6671
2020-10-20,3328.1029
2020-10-21,3325.0247
2020-10-22,3312.5005
2020-10-23,3277.9972
2020-10-26,3251.1188
2020-10-27,3254.3157
2020-10-28,3269.2380
2020-10-29,3272.7274
2020-10-30,3224.5325
2020-11-02,3225.1196
2020-11-03,3271.0744
2020-11-04,3277.4402
2020-11-05,3320.1333
2020-11-06,3312.1590
2020-11-09,3373.7337
2020-11-10,3360.1485
2020-11-11,3342.2025
2020-11-12,3338.6788
2020-11-13,3310.1046
2020-11-16,3346.9692
2020-11-17,3339.8950
2020-11-18,3347.3034
2020-11-19,3363.0876
2020-11-20,3377.7267
2020-11-23,3414.4899
2020-11-24,3402.8225
2020-11-25,3362.3274
2020-11-26,3369.7334
2020-11-27,3408.3071
2020-11-30,3391.7551
2020-12-01,3451.9384
2020-12-02,3449.3805
2020-12-03,3442.1359
2020-12-04,3444.5814
2020-12-07,3416.6037
2020-12-08,3410.1771
2020-12-09,3371.9640
2020-12-10,3373.2758
2020-12-11,3347.1910
2020-12-14,3369.1201
2020-12-15,3367.2326
2020-12-16,3366.9832
2020-12-17,3404.8732
2020-12-18,3394.8960
2020-12-21,3420.5693
2020-12-22,3356.7822
2020-12-23,3382.3195
2020-12-24,3363.1133
2020-12-25,3396.5626
2020-12-28,3397.2854
2020-12-29,3379.0362
2020-12-30,3414.4527
2020-12-31,3473.0693
2021-01-04,3502.9584
2021-01-05,3528.6767
2021-01-06,3550.8767
2021-01-07,3576.2046
2021-01-08,3570.1082
2021-01-11,3531.4978
2021-01-12,3608.3389
2021-01-13,3598.6518
2021-01-14,3565.9046
2021-01-15,3566.3778
2021-01-18,3596.2237
2021-01-19,3566.3814
2021-01-20,3583.0920
2021-01-21,3621.2641
2021-01-22,3606.7496
2021-01-25,3624.2381
2021-01-26,3569.4290
2021-01-27,3573.3412
2021-01-28,3505.1759
2021-01-29,3483.0692
2021-02-01,3505.2836
2021-02-02,3533.6849
2021-02-03,3517.3080
2021-02-04,3501.8592
2021-02-05,3496.3329
2021-02-08,3532.4467
2021-02-09,3603.4890
2021-02-10,3655.0880
2021-02-18,3675.3571
2021-02-19,3696.1680
2021-02-22,3642.4449
2021-02-23,3636.3573
2021-02-24,3564.0799
2021-02-25,3585.0458
2021-02-26,3509.0804
2021-03-01,3551.3998
2021-03-02,3508.5912
2021-03-03,3576.9045
2021-03-04,3503.4916
2021-03-05,3501.9867
2021-03-08,3421.4141
2021-03-09,3359.2920
2021-03-10,3357.7372
2021-03-11,3436.8313
2021-03-12,3453.0777
2021-03-15,3419.9456
2021-03-16,3446.7334
2021-03-17,3445.5509
2021-03-18,3463.0681
2021-03-19,3404.6634
2021-03-22,3443.4392
2021-03-23,3411.5088
2021-03-24,3367.0606
2021-03-25,3363.5915
2021-03-26,3418.3267
2021-03-29,3435.2958
2021-03-30,3456.6766
2021-03-31,3441.9115
2021-04-01,3466.3315
2021-04-02,3484.3924
2021-04-06,3482.9674
2021-04-07,3479.6256
2021-04-08,3482.5548
2021-04-09,3450.6772
2021-04-12,3412.9477
2021-04-13,3396.4700
2021-04-14,3416.7212
2021-04-15,3398.9875
2021-04-16,3426.6178
2021-04-19,3477.5485
2021-04-20,3472.9427
2021-04-21,3472.9298
2021-04-22,3465.1138
2021-04-23,3474.1660
2021-04-26,3441.1658
2021-04-27,3442.6111
2021-04-28,3457.0683
2021-04-29,3474.9011
2021-04-30,3446.8564
2021-05-06,3441.2826
2021-05-07,3418.8741
2021-05-10,3427.9909
2021-05-11,3441.8454
2021-05-12,3462.7513
2021-05-13,3429.5361
2021-05-14,3490.3762
2021-05-17,3517.6158
2021-05-18,3529.0144
2021-05-19,3510.9647
2021-05-20,3506.9444
2021-05-21,3486.5569
2021-05-24,3497.2821
2021-05-25,3581.3418
2021-05-26,3593.3570
2021-05-27,3608.8507
2021-05-28,3600.7844
2021-05-31,3615.4773
2021-06-01,3624.7138
2021-06-02,3597.1379
2021-06-03,3584.2121
2021-06-04,3591.8447
2021-06-07,3599.5410
2021-06-08,3580.1063
2021-06-09,3591.3965
2021-06-10,3610.8590
2021-06-11,3589.7481
2021-06-15,3556.5590
2021-06-16,3518.3292
2021-06-17,3525.6042
2021-06-18,3525.0968
2021-06-21,3529.1826
2021-06-22,3557.4120
2021-06-23,3566.2199
2021-06-24,3566.6539
2021-06-25,3607.5618
2021-06-28,3606.3722
2021-06-29,3573.1779
2021-06-30,3591.1970
2021-07-01,3588.7816
2021-07-02,3518.7595
2021-07-05,3534.3222
2021-07-06,3530.2589
2021-07-07,3553.7155
2021-07-08,3525.5039
2021-07-09,3524.0881
2021-07-12,3547.8362
2021-07-13,3566.5225
2021-07-14,3528.5011
2021-07-15,3564.5902
2021-07-16,3539.3038
2021-07-19,3539.1225
2021-07-20,3536.7905
2021-07-21,3562.6611
2021-07-22,3574.7344
2021-07-23,3550.3964
2021-07-26,3467.4409
2021-07-27,3381.1833
2021-07-28,3361.5895
2021-07-29,3411.7240
2021-07-30,3397.3574
2021-08-02,3464.2854
2021-08-03,3447.9914
2021-08-04,3477.2186
2021-08-05,3466.5491
2021-08-06,3458.2277
2021-08-09,3494.6348
2021-08-10,3529.9309
2021-08-11,3532.6213
2021-08-12,3524.7374
2021-08-13,3516.2989
2021-08-16,3517.3447
2021-08-17,3446.9760
2021-08-18,3485.2859
2021-08-19,3465.5546
2021-08-20,3427.3338
2021-08-23,3477.1321
2021-08-24,3514.4710
2021-08-25,3540.3837
2021-08-26,3501.6643
2021-08-27,3522.1567
2021-08-30,3528.1512
2021-08-31,3543.9402
2021-09-01,3567.1008
2021-09-02,3597.0426
2021-09-03,3581.7344
2021-09-06,3621.8593
2021-09-07,3676.5866
2021-09-08,3675.1865
2021-09-09,3693.1296
2021-09-10,3703.1103
2021-09-13,3715.3723
2021-09-14,3662.6015
2021-09-15,3656.2232
2021-09-16,3607.0922
2021-09-17,3613.9663
2021-09-22,3628.4897
2021-09-23,3642.2204
2021-09-24,3613.0673
2021-09-27,3582.8307
2021-09-28,3602.2184
2021-09-29,3536.2944
2021-09-30,3568.1668
2021-10-08,3592.1666
2021-10-11,3591.7087
2021-10-12,3546.9362
2021-10-13,3561.7623
2021-10-14,3558.2795
2021-10-15,3572.3662
2021-10-18,3568.1379
2021-10-19,3593.1533
2021-10-20,3587.0009
2021-10-21,3594.7831
2021-10-22,3582.6036
2021-10-25,3609.8626
2021-10-26,3597.6377
2021-10-27,3562.3052
2021-10-28,3518.4166
2021-10-29,3547.3361
2021-11-01,3544.4795
2021-11-02,3505.6283
2021-11-03,3498.5368
2021-11-04,3526.8657
2021-11-05,3491.5677
2021-11-08,3498.6308
2021-11-09,3507.0018
2021-11-10,3492.4616
2021-11-11,3532.7858
2021-11-12,3539.1002
2021-11-15,3533.3026
2021-11-16,3521.7867
2021-11-17,3537.3662
2021-11-18,3520.7106
2021-11-19,3560.3734
2021-11-22,3582.0797
2021-11-23,3589.0894
2021-11-24,3592.7025
2021-11-25,3584.1788
2021-11-26,3564.0894
2021-11-29,3562.6968
2021-11-30,3563.8872
2021-12-01,3576.8853
2021-12-02,3573.8358
2021-12-03,3607.4322
2021-12-06,3589.3061
2021-12-07,3595.0882
2021-12-08,3637.5675
2021-12-09,3673.0412
2021-12-10,3666.3479
2021-12-13,3681.0820
2021-12-14,3661.5253
2021-12-15,3647.6303
2021-12-16,3675.0160
2021-12-17,3632.3638
2021-12-20,3593.6019
2021-12-21,3625.1251
2021-12-22,3622.6178
2021-12-23,3643.3391
2021-12-24,3618.0535
2021-12-27,3615.9741
2021-12-28,3630.1115
2021-12-29,3597.0002
2021-12-30,3619.1886
2021-12-31,3639.7754
2022-01-04,3632.3289
2022-01-05,3595.1761
2022-01-06,3586.0792
2022-01-07,3579.5427
2022-01-10,3593.5187
2022-01-11,3567.4409
2022-01-12,3597.4321
2022-01-13,3555.2585
2022-01-14,3521.2559
2022-01-17,3541.6660
2022-01-18,3569.9144
2022-01-19,3558.1796
2022-01-20,3555.0629
2022-01-21,3522.5679
2022-01-24,3524.1050
2022-01-25,3433.0612
2022-01-26,3455.6679
2022-01-27,3394.2474
2022-01-28,3361.4397
2022-02-07,3429.5809
2022-02-08,3452.6288
2022-02-09,3479.9458
2022-02-10,3485.9071
2022-02-11,3462.9479
2022-02-14,3428.8821
2022-02-15,3446.0885
2022-02-16,3465.8305
2022-02-17,3468.0354
2022-02-18,3490.7573
2022-02-21,3490.6123
2022-02-22,3457.1460
2022-02-23,3489.1465
2022-02-24,3429.9564
2022-02-25,3451.4061
2022-02-28,3462.3064
2022-03-01,3488.8347
2022-03-02,3484.1916
2022-03-03,3481.1125
2022-03-04,3447.6490
2022-03-07,3372.8552
2022-03-08,3293.5301
2022-03-09,3256.3884
2022-03-10,3296.0922
2022-03-11,3309.7467
2022-03-14,3223.5328
2022-03-15,3063.9652
2022-03-16,3170.7103
2022-03-17,3215.0445
2022-03-18,3251.0724
2022-03-21,3253.6857
2022-03-22,3259.8619
2022-03-23,3271.0325
2022-03-24,3250.2644
2022-03-25,3212.2399
2022-03-28,3214.5027
2022-03-29,3203.9393
2022-03-30,3266.5959
2022-03-31,3252.2029
2022-04-01,3282.7166
2022-04-06,3283.4261
2022-04-07,3236.6951
2022-04-08,3251.8502
2022-04-11,3167.1259
2022-04-12,3213.3295
2022-04-13,3186.8244
2022-04-14,3225.6412
2022-04-15,3211.2448
2022-04-18,3195.5240
2022-04-19,3194.0287
2022-04-20,3151.0498
2022-04-21,3079.8077
2022-04-22,3086.9193
2022-04-25,2928.5118
2022-04-26,2886.4257
2022-04-27,2958.2820
2022-04-28,2975.4848
2022-04-29,3047.0624
2022-05-05,3067.7587
2022-05-06,3001.5605
2022-05-09,3004.1409
2022-05-10,3035.8442
2022-05-11,3058.7027
2022-05-12,3054.9940
2022-05-13,3084.2845
2022-05-16,3073.7488
2022-05-17,3093.6965
2022-05-18,3085.9768
2022-05-19,3096.9648
2022-05-20,3146.5673
2022-05-23,3146.8573
2022-05-24,3070.9272
2022-05-25,3107.4641
2022-05-26,3123.1079
2022-05-27,3130.2394
2022-05-30,3149.0607
2022-05-31,3186.4271
2022-06-01,3182.1566
2022-06-02,3195.4580
2022-06-06,3236.3719
2022-06-07,3241.7635
2022-06-08,3263.7934
2022-06-09,3238.9543
2022-06-10,3284.8341
2022-06-13,3255.5511
2022-06-14,3288.9066
2022-06-15,3305.4066
2022-06-16,3285.3845
2022-06-17,3316.7857
2022-06-20,3315.4302
2022-06-21,3306.7186
2022-06-22,3267.2016
2022-06-23,3320.1487
2022-06-24,3349.7470
2022-06-27,3379.1852
2022-06-28,3409.2103
2022-06-29,3361.5177
2022-06-30,3398.6161
2022-07-01,3387.6373
2022-07-04,3405.4267
2022-07-05,3404.0252
2022-07-06,3355.3497
2022-07-07,3364.3980
2022-07-08,3356.0778
2022-07-11,3313.5840
2022-07-12,3281.4665
2022-07-13,3284.2918
2022-07-14,3281.7440
2022-07-15,3228.0609
2022-07-18,3278.1033
2022-07-19,3279.4313
2022-07-20,3304.7243
2022-07-21,3272.0012
2022-07-22,3269.9739
2022-07-25,3250.3880
2022-07-26,3277.4356
2022-07-27,3275.7553
2022-07-28,3282.5758
2022-07-29,3253.2382
2022-08-01,3259.9585
2022-08-02,3186.2664
2022-08-03,3163.6741
2022-08-04,3189.0391
2022-08-05,3227.0267
2022-08-08,3236.9337
2022-08-09,3247.4318
2022-08-10,3230.0200
2022-08-11,3281.6654
2022-08-12,3276.8877
2022-08-15,3276.0870
2022-08-16,3277.8847
2022-08-17,3292.5260
2022-08-18,3277.5438
2022-08-19,3258.0784
2022-08-22,3277.7943
2022-08-23,3276.2234
2022-08-24,3215.2033
2022-08-25,3246.2481
2022-08-26,3236.2226
2022-08-29,3240.7275
2022-08-30,3227.2203
2022-08-31,3202.1378
2022-09-01,3184.9797
2022-09-02,3186.4781
2022-09-05,3199.9118
2022-09-06,3243.4466
2022-09-07,3246.2943
2022-09-08,3235.5862
2022-09-09,3262.0542
2022-09-13,3263.7972
2022-09-14,3237.5419
2022-09-15,3199.9187
2022-09-16,3126.3977
2022-09-19,3115.6019
2022-09-20,3122.4058
2022-09-21,3117.1774
2022-09-22,3108.9096
2022-09-23,3088.3695
2022-09-26,3051.2260
2022-09-27,3093.8618
2022-09-28,3045.0668
2022-09-29,3041.2046
2022-09-30,3024.3905
2022-10-10,2974.1454
2022-10-11,2979.7926
2022-10-12,3025.5055
2022-10-13,3016.3561
2022-10-14,3071.9868
2022-10-17,3084.9423
2022-10-18,3080.9574
2022-10-19,3044.3777
2022-10-20,3035.0504
2022-10-21,3038.9291
2022-10-24,2977.5554
2022-10-25,2976.2830
2022-10-26,2999.5036
2022-10-27,2982.9029
2022-10-28,2915.9257
2022-10-31,2893.4829
2022-11-01,2969.1995
2022-11-02,3003.3699
2022-11-03,2997.8057
2022-11-04,3070.7964
2022-11-07,3077.8170
2022-11-08,3064.4928
2022-11-09,3048.1676
2022-11-10,3036.1318
2022-11-11,3087.2926
